,item_description,price,category,site_name
109,"CLICK temperature input module, RTD, 4-channel, 16-bit resolution, input RTD type(s): Pt100, Pt1000, JPt100, Cu10, Cu25 and Ni120. Removable terminal block included.",$153.00,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Analog I/O,Automation Direct
110,"CLICK AC power supply, 100-240 VAC nominal input, 24 VDC nominal output, 0.5A continuous.",$29.50,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Power Supplies,Automation Direct
111,"CLICK AC power supply, 100-240 VAC nominal input, 24 VDC nominal output, 1.3A continuous.",$40.00,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Power Supplies,Automation Direct
112,"RHINO DC to DC converter, 9.5-18 VDC input, 24 VDC output, 1A, 25W, plastic housing, 35mm DIN rail mount, screw terminal, removable. DIN rail insert for panel mounting included.",$80.00,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Power Supplies,Automation Direct
113,"RHINO DC to DC converter, 9.5-36 VDC input, 24 VDC output, 1.67A, 40W, plastic housing, encapsulated, chassis mount, screw terminal.",$71.00,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Power Supplies,Automation Direct
114,"CLICK Windows programming and documentation software, CD or free download. For use with CLICK C0 series PLCs.",$10.50,Programmable Controllers|CLICK Series PLCs (S...|Programming Software & Cables,Automation Direct
115,"CLICK terminal blocks, replacement, 3-pole. Package of 2. For use with CLICK standard and analog PLCs.",$7.25,Programmable Controllers|CLICK Series PLCs (S...|Spare Parts & Specialty Items,Automation Direct
116,"CLICK terminal blocks, replacement, 4-pole. Package of 2. For use with CLICK PLCs.",$7.25,Programmable Controllers|CLICK Series PLCs (S...|Spare Parts & Specialty Items,Automation Direct
117,"CLICK terminal blocks, replacement, 11-pole. Package of 2. For use with CLICK 8-point I/O modules.",$12.50,Programmable Controllers|CLICK Series PLCs (S...|Spare Parts & Specialty Items,Automation Direct
118,"Productivity1000 CPU, up to 50 MB ladder memory, microSD card slot, (1) Ethernet 10/100Base-T (RJ45), (1) RS-232 (RJ12), (1) RS-485 (4-pin terminal) and (1) microB-USB port(s), external 24 VDC required, battery included.",$173.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|CPUs,Automation Direct
119,Productivity1000 starter kit.,$295.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|CPUs,Automation Direct
120,"Productivity1000 discrete input module, 8-point, 12-24 VDC, sinking/sourcing, 2 common(s), 4 point(s) per common. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",$35.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
121,"Productivity1000 discrete input module, 8-point, 24 VAC/VDC, sinking/sourcing, 2 isolated common(s), 4 point(s) per common. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",$36.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
122,"Productivity1000 discrete input module, 16-point, 12-24 VDC, sinking/sourcing, 2 isolated common(s), 8 point(s) per common. Requires P2-RTB or P2-RTB-1 removable terminal block or ZIPLink pre-wired cables.",$56.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
123,"Productivity1000 discrete input module, 16-point, 24 VAC/VDC, sinking/sourcing, 2 isolated common(s), 8 point(s) per common. Requires P2-RTB or P2-RTB-1 removable terminal block or ZIPLink pre-wired cables.",$56.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
124,"Productivity1000 discrete output module, 8-point, 3.3-24 VDC, sinking, 1 common(s), 8 point(s) per common, 1A/point. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",$35.50,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
125,"Productivity1000 discrete output module, 8-point, 12-24 VDC, sourcing, 1 common(s), 8 point(s) per common, 1A/point. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",$34.50,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
126,"Productivity1000 discrete output module, 15-point, 3.3-24 VDC, sinking, 2 common(s), 8 point(s) per common, 1A/point. Requires P2-RTB or P2-RTB-1 removable terminal block or ZIPLink pre-wired cables.",$54.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
127,"Productivity1000 discrete output module, 15-point, 12-24 VDC, sourcing, 1 common(s), 15 point(s) per common, 1A/point. Requires P2-RTB or P2-RTB-1 removable terminal block or ZIPLink pre-wired cables.",$54.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
128,"Productivity1000 discrete combo module, Input: 8-point, 12-24 VDC, sinking/sourcing, Output: 7-point, 3.3-24 VDC, sinking, 1A/point. Requires P2-RTB or P2-RTB-1 removable terminal block or ZIPLink pre-wired cables.",$61.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
129,"Productivity1000 discrete combo module, Input: 8-point, 12-24 VDC, sinking/sourcing, Output: 7-point, 12-24 VDC, sourcing, 1A/point. Requires P2-RTB or P2-RTB-1 removable terminal block or ZIPLink pre-wired cables.",$59.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
130,"Productivity1000 discrete input module, 8-point, 120-240 VAC, 2 isolated common(s), 4 point(s) per common. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",$67.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|AC I/O (Relay Outputs),Automation Direct
131,"Productivity1000 discrete output module, 8-point, 120-240 VAC, 2 isolated common(s), 4 point(s) per common, 0.5A/point, 4A/common. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",$81.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|AC I/O (Relay Outputs),Automation Direct
132,"Productivity1000 relay output module, 8-point, 6-24 VDC/6-120 VAC, (6) Form A, (2) Form C, 8 isolated common(s), 1 point(s) per common, 3A/point. Requires P2-RTB or P2-RTB-1 removable terminal block or ZIPLink pre-wired cables.",$44.50,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|AC I/O (Relay Outputs),Automation Direct
133,"Productivity1000 analog input module, 4-channel, current, 13-bit, input current signal range(s) of 0-20 mA, external 24 VDC required.",$69.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
134,"Productivity1000 analog input module, 4-channel, voltage, 13-bit, input voltage signal range(s) of 0-10 VDC, external 24 VDC required.",$69.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
135,"Productivity1000 analog output module, 4-channel, current, 12-bit, output current signal range(s) of 4-20 mA, external 24 VDC required.",$97.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
136,"Productivity1000 analog output module, 4-channel, voltage, 12-bit, output voltage signal range(s) of 0-10 VDC, external 24 VDC required.",$85.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
137,"Productivity1000 analog combo module, Input: 4-channel, current, 0-20 mA, Output: 2-channel, current, 4-20 mA. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",$118.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
138,"Productivity1000 analog combo module, Input: 4-channel, voltage, 0-10 VDC, Output: 2-channel, voltage, 0-10 VDC. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",$108.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
139,"Productivity1000 temperature input module, thermocouple, 4-channel, 16-bit resolution, input thermocouple type(s): J, E, K, R, S, T, B, N, C. (1) P1-10RTB screw terminal block included.",$122.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
140,"Productivity1000 temperature input module, RTD, 4-channel, 16-bit resolution, input RTD type(s): Pt100, Pt1000, JPt100, Cu10, Cu25 and Ni120. (1) P1-10RTB screw terminal block included.",$118.00,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
141,"Productivity1000 terminal block, 10-pin screw type. For use with Productivity1000 I/O modules.",$5.25,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Spare Parts & Specialty Items,Automation Direct
142,"Productivity1000 terminal block, 10-pin spring clamp. For use with Productivity1000 I/O modules.",$5.25,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Spare Parts & Specialty Items,Automation Direct
143,"Productivity2000 CPU, up to 50 MB ladder memory, 4 x 10 character OLED display, microSD card slot, (2) Ethernet 10/100Base-T (RJ45), (1) RS-232 (RJ12), (1) RS-485 (3-pin terminal) and (1) microB-USB port(s), battery included.",$261.00,Programmable Controllers|Productivity Series ...|Productivity2000 (Mi...|CPUs & Remotes,Automation Direct
144,"Productivity2000 remote I/O communication module, 4 ports, (1) Ethernet (RJ45), (1) RS-232 (RJ12), (1) RS-485 (3-pin terminal) and (1) microB-USB port(s), 4 x 10 character OLED display.",$231.00,Programmable Controllers|Productivity Series ...|Productivity2000 (Mi...|CPUs & Remotes,Automation Direct
145,Productivity2000 starter kit with Ethernet.,$549.00,Programmable Controllers|Productivity Series ...|Productivity2000 (Mi...|CPUs & Remotes,Automation Direct
146,"Productivity2000 I/O base, 4-slot, DIN rail or flush mount. Requires P2-01AC or P2-01DCAC power supply. Holds power supply, CPU and (4) I/O modules.",$71.00,Programmable Controllers|Productivity Series ...|Productivity2000 (Mi...|Bases,Automation Direct
147,"Productivity2000 I/O base, 7-slot, DIN rail or flush mount. Requires P2-01AC or P2-01DCAC power supply. Holds power supply, CPU and (7) I/O modules.",$101.00,Programmable Controllers|Productivity Series ...|Productivity2000 (Mi...|Bases,Automation Direct
148,"Productivity2000 I/O base, 11-slot, DIN rail or flush mount. Requires P2-01AC or P2-01DCAC power supply. Holds power supply, CPU and (11) I/O modules.",$132.00,Programmable Controllers|Productivity Series ...|Productivity2000 (Mi...|Bases,Automation Direct
149,"Productivity2000 AC base power supply, 100-240 VAC nominal input. (1) power supply required per base.",$71.00,Programmable Controllers|Productivity Series ...|Productivity2000 (Mi...|Base Power Supplies,Automation Direct
150,Manual Tube Bender RDB-25,295.00,Metalworking|Tube & Pipe Benders|Manual Rotary Draw Benders,Bailiegh Industrial
151,Hand Bender - RDB-10,795.00,Metalworking|Tube & Pipe Benders|Manual Rotary Draw Benders,Bailiegh Industrial
152,Manual Tube Bender RDB-050,1095.00,Metalworking|Tube & Pipe Benders|Manual Rotary Draw Benders,Bailiegh Industrial
153,Tubing Bender - RDB-100,2495.00,Metalworking|Tube & Pipe Benders|Manual Rotary Draw Benders,Bailiegh Industrial
154,Baileigh Industrial Rotary Draw Bender - RDB-125,4895.00,Metalworking|Tube & Pipe Benders|Hydraulic Rotary Draw Benders,Bailiegh Industrial
155,Tube Bender - RDB-150,6195.00,Metalworking|Tube & Pipe Benders|Hydraulic Rotary Draw Benders,Bailiegh Industrial
156,Pipe Bender RDB-150-AS,6795.00,Metalworking|Tube & Pipe Benders|Hydraulic Rotary Draw Benders,Bailiegh Industrial
157,Tube Bender -  RDB-175,7395.00,Metalworking|Tube & Pipe Benders|Hydraulic Rotary Draw Benders,Bailiegh Industrial
158,Hydraulic Pipe Bender RDB-500,25395.00,Metalworking|Tube & Pipe Benders|Hydraulic Rotary Draw Benders,Bailiegh Industrial
159,Baileigh Tube Bender RDB-250,10795.00,Metalworking|Tube & Pipe Benders|Computer Programmable Rotary Draw Benders,Bailiegh Industrial
160,Programmable Pipe Bender RDB-325,15995.00,Metalworking|Tube & Pipe Benders|Computer Programmable Rotary Draw Benders,Bailiegh Industrial
161,Programmable Tube Bender RDB-350-TS,21795.00,Metalworking|Tube & Pipe Benders|Computer Programmable Rotary Draw Benders,Bailiegh Industrial
162,Baileigh Pipe Bender RDB-480,79995.00,Metalworking|Tube & Pipe Benders|Computer Programmable Rotary Draw Benders,Bailiegh Industrial
163,Exhaust Bender EB-300,9095.00,Metalworking|Tube & Pipe Benders|Exhaust Benders,Bailiegh Industrial
164,Manual Mandrel Bender HMB-1125,8995.00,Metalworking|Tube & Pipe Benders|Mandrel Benders,Bailiegh Industrial
165,Mandrel Tube Bender – MB-350,44895.00,Metalworking|Tube & Pipe Benders|Mandrel Benders,Bailiegh Industrial
166,Mandrel Tube Bender – MB-4X2,51095.00,Metalworking|Tube & Pipe Benders|Mandrel Benders,Bailiegh Industrial
167,Manual Roll Bender R-M3,195.00,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
168,Ring Roller R-M5,495.00,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
169,Radius Bender R-M7,695.00,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
170,Manual Roll Bender R-M10,1595.00,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
171,Manual Roll Bender R-M10E,2595.00,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
172,Roll Bender - R-M20-110,3895.00,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
173,Roll Bender - R-M20-220,3895.00,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
174,Ring Roll Machine - R-M40,4895.00,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
175,Ring Roller R-M55,6395.00,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
176,Profile Bender R-M55H,10695.00,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
177,Hydraulic Roll Bender R-H45,14395.00,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
178,Angle Roller R-H55,17295.00,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
179,Hydraulic Roll Bender R-H65,21995.00,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
