uid,pid,item_description,price,category,site_name
8,428,"Dynabrade® 57545 Non-Vacuum Disc Backing Pad, 6 in Dia, 5/8-11 Female, Hook Attachment",31.9,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
8,343,"Roloc 051144-45099 Regular Disc Backup Pad, 1-1/2 in Dia, 1/4-20 INT",17.55,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
8,382,"Dynabrade® 53998 O-Style Interface Pad, 5 Holes, Hook Attachment",34.69,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
9,576,89097 CUTOFF WHL 7X1/8(3/32)DM GEMINI WL,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
9,666,QMark® MUH Electric Unit Heaters - 208/240V,298.78,Commercial & Industrial|Heaters|Electric Heaters,QC Supply
9,671,"DURAFAN® Lite Air Basket Fans 12"" & 20""",149.34,"Commercial & Industrial|Fans, Ventilation & Controls|Basket Fans",QC Supply
9,619,"Arad Volumetric 3/4"" Valve - 250 Gallons",95.43,Commercial & Industrial|Plumbing Supplies|Valves,QC Supply
9,653,"DURAFAN® 24"" Indoor/Outdoor Oscillating Wall Mount Fan - White",231.53,"Commercial & Industrial|Fans, Ventilation & Controls|Basket Fans",QC Supply
9,689,"DURAFAN® Replacement Basket Fan Blades - 36""",67.71,"Commercial & Industrial|Fans, Ventilation & Controls|Replacement Fan Blades",QC Supply
9,925,"#11 x 3-7/16"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
9,476,SURFACE BLENDING WHL 6X2X1,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
9,599,DC CUTOFF WHEEL 4X1/4X5/8 MINI DISC,nan,Abrasives|Cutting and Grinding |Grinding & Sharpening |Portable Grinding ,dillonsupply.com
9,944,"1/4""-20 x 3-1/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
9,625,Campbell® Plumbers Solid Brass Safety Chain,1.43,"Commercial & Industrial|Tools|Cord, Chain, & Rope",QC Supply
9,900,"#10 x 1 Low Profile Self-Drilling Architectural Clip Screws, Low Profile Head with Combo Phillips / Square Drive, #3 Point, 410 Stainless Steel with Tanner-Guard Corrosion Resistant Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
9,1041,"#8 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
9,907,"#12-14 x 1"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Undercut Flat Head with #3 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
9,547,DC CUTOFF WHEEL 9X1/4X5/811 LL DISC,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
9,451,DC CUTOFF WHEEL 4.5X1/4X5/8-11 GEM MD,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
9,700,"Dosatron® 3/4"" Mixing Chamber",67.71,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
9,675,Dosmatic® SuperDos® 45 - 2.5%,679.0,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
9,988,"#14 x 2-1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
9,501,CUTTING< GRD WHL A24R 7/8 56430,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
10,790,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - By the Inch",2.67,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
10,377,"Dynabrade® 53982 Vacuum Interface Pad, 8 Holes, 8 in Dia, Hook Attachment",27.05,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
10,360,"Dynabrade® Dynaline® 57471 Non-Vacuum Backing Pad With 2 Screws, 2-3/4 in Dia, Hook and Loop Attachment",32.6,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
10,348,"3M 81732 Ribbed Retainer Nut Disc Pad Face Plate, 5 in Dia",20.3,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
10,320,"3M 048011-16860 Flange Adapter, 1/2 in ID x 1 in OD, 1 in Adapted Hole, Sheet Metal",6.19,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
10,815,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 12""",14.15,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
10,836,"3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 60""",111.65,"Alloy|Flat|Cold Finished|3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
10,783,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 12""",15.45,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
10,306,"3M 85737 Belt Machine Kit, 5 Pieces",147.51,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
10,389,"Dynabrade® 54488 Disc Backing Pad, 3-1/2 in Dia, Hook Attachment",26.71,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
10,765,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 72""",47.36,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
10,402,"Dynabrade® 50267 Disc Backing Pad, 4-1/4 in Dia, 5/8-11 Female, Fiber",27.05,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
10,796,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 60""",129.25,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
11,979,"#12 x 3 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
11,940,"1/4""-20 x 3"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
11,983,"#14 x 3/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
11,489,16727 METABO DISC 4-1/2X3/32,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
11,43,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 25ft cable length, gray. For use with 10/100/1000 Mbps networks.",15.5,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
11,693,Dosatron® PJDI116 Mini-H Seal Kit,35.16,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
11,921,"#10-24 x 1-1/2"" Self-Drilling Screws, Thin Phillips Wafer Head, #3 Point, #2 Phillips Driver, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
11,614,GOJO® Natural Orange™ Pumice Hand Cleaner - 1 Gal.,18.17,Commercial & Industrial|Office & Janitorial|Bath & Shower,QC Supply
11,104,"CLICK analog input module, 4-channel, voltage, 13-bit, input voltage signal range(s) of 0-10 VDC, external 24 VDC required.",91.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Analog I/O,Automation Direct
11,913,"1/4""-20 x 4"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Undercut Flat Head with #3 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
11,1027,#30 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
11,649,Dosmatic® SuperDos® 20 - 2.5%,285.0,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
11,926,"#11 x 3-15/16"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
12,118,"Productivity1000 CPU, up to 50 MB ladder memory, microSD card slot, (1) Ethernet 10/100Base-T (RJ45), (1) RS-232 (RJ12), (1) RS-485 (4-pin terminal) and (1) microB-USB port(s), external 24 VDC required, battery included.",173.0,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|CPUs,Automation Direct
13,190,MB4X2-20 Mandrel Table for MB-4X2 (20'),10395.0,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Mandrel Bender Tooling and Accessories,Bailiegh Industrial
13,423,"Dynabrade® 50828 Non-Vacuum Disc Backing Pad, 6 in Dia, 5/8-11 Female, Vinyl",33.3,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
13,386,"Dynabrade® 54084 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, PSA Attachment, Urethane/Vinyl Face",15.61,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
13,515,DC CUTOFF WHEEL 4X1/4X5/8 MINI DISC,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
13,297,Vertical Band Saw BSV-12,3295.0,Metalworking|Saws|Band Saws|Vertical Band Saws,Bailiegh Industrial
13,557,DC CUTOFF WHEEL 4.5X1/4X5/8-11 CHGR MD,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
13,514,DC CUTOFF WHEEL 5X1/4X7/8 MINI DISC,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
13,595,DC CUTOFF WHEEL 4.5X1/4X5/8-11 GEM MD,nan,Abrasives|Cutting and Grinding |Grinding & Sharpening |Portable Grinding ,dillonsupply.com
13,281,Horizontal Band Saw BS-916M,3645.0,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
13,319,"3M 048011-16859 Flange Adapter, 1/2 in ID x 1 in OD, 1 in Adapted Hole, Sheet Metal",5.42,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
13,293,Horizontal Band Saw BS-700SA,65995.0,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
13,528,DC CUTOFF WHEEL 4.5X1/4X5/8-11 CHGR MD,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
13,400,"Dynabrade® 50155 Non-Vacuum Disc Backing Pad, 5 in Dia, 5/8-11 Female, Hook Attachment",31.21,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
13,459,DC CUTOFF WHEEL 4.5X1/4X7/8 NRTN MTL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
13,331,Trim-Kut® 59327 Disc Adapter,1.3,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
13,186,Roll Bender R-CNC55,53195.0,Metalworking|Tube & Pipe Benders|Roll Benders|CNC Roll Benders,Bailiegh Industrial
13,190,MB4X2-20 Mandrel Table for MB-4X2 (20'),10395.0,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Mandrel Bender Tooling and Accessories,Bailiegh Industrial
13,398,"Dynabrade® 50125 Disc Backing Pad, 3 in Dia, 1/4-20 Female, Hook Attachment",19.08,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
13,364,"Dynabrade® 56102 Non-Vacuum Backing Pad, 5 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",28.69,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
13,553,DC CUTOFF WHEEL 5X1/4X7/8 NRTN MTL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
13,596,DC CUTOFF WHEEL T 27 4.5X1/8X7/8 GEM,nan,Abrasives|Cutting and Grinding |Grinding & Sharpening |Portable Grinding ,dillonsupply.com
13,278,Horizontal and Vertical Band Saw BS-712MS,2195.0,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
13,385,"Dynabrade® 54037 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, Locking Attachment, Vinyl",12.49,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
13,531,7X1/4X5/8 NZ PLUS T27 17881,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
14,40,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 14ft cable length, red. For use with 10/100/1000 Mbps networks.",11.0,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
14,563,DC CUTOFF WHEEL 5X1/4X7/8 MINI DISC,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
14,306,"3M 85737 Belt Machine Kit, 5 Pieces",147.51,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
14,467,89097 CUTOFF WHL 7X1/8(3/32)DM GEMINI WL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
14,557,DC CUTOFF WHEEL 4.5X1/4X5/8-11 CHGR MD,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
14,342,"Roloc 051144-45096 Regular Disc Backup Pad, 2 in Dia",18.68,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
14,84,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, AC, Analog Input: 4-channel, current, Discrete Output: 4-point, relay, Analog Output: 2-channel, current.",194.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
14,34,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 10ft cable length, orange. For use with 10/100/1000 Mbps networks.",9.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
14,778,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 36""",37.0,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
14,579,DC CUTOFF WHEEL 4.5X1/4X5/8-11 GEM MD,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
14,757,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 72""",55.2,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
14,866,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 36""",33.75,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
14,327,"Weiler® 07772P Arbor Adapter, 5/8-11 to M10x1.5",5.9,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
14,850,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 36""",20.39,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
14,532,9X1/4X5/8 NZ PLUS T27 21634 PX,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
14,830,"3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed - By the Inch",2.3,"Alloy|Flat|Cold Finished|3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
14,387,"Dynabrade® 54088 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, PSA Attachment, Foam/Vinyl Face",10.4,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
14,801,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 24""",15.58,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
14,145,Productivity2000 starter kit with Ethernet.,549.0,Programmable Controllers|Productivity Series ...|Productivity2000 (Mi...|CPUs & Remotes,Automation Direct
14,306,"3M 85737 Belt Machine Kit, 5 Pieces",147.51,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
14,550,4-1/2X1/4X7/8 NZ PLUS T27,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
14,780,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 60""",60.48,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
14,840,"3/8"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 18""",35.78,"Alloy|Flat|Cold Finished|3/8"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
15,764,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 60""",39.86,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
15,737,Dosatron® PJDI120V Mini Seal Kit,61.41,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
15,815,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 12""",14.15,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
15,615,Motomco Tomcat® Refillable Mouse Bait Stations,5.29,"Commercial & Industrial|Pest Control, Rodent, & Insect|Rat & Mouse Bait",QC Supply
15,790,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - By the Inch",2.67,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
15,973,"#12 x 3/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
15,652,TH415 Corrosion Resistant Thermostat,37.49,"Commercial & Industrial|Fans, Ventilation & Controls|Thermostats & Timers",QC Supply
15,384,"Dynabrade® 54018 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, Foam/Rubber Face",10.4,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
15,803,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 48""",30.56,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
15,716,"52"" Cone Kit for 52"" Fiberglass DURAFAN®",212.09,"Commercial & Industrial|Fans, Ventilation & Controls|Exhaust Fans",QC Supply
15,679,Dosatron® DosaCart,434.69,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
15,614,GOJO® Natural Orange™ Pumice Hand Cleaner - 1 Gal.,18.17,Commercial & Industrial|Office & Janitorial|Bath & Shower,QC Supply
15,1032,"7PC TORX® Equivalent (6-Lobe) Tamper Resistant Screwdriver Kit Contains Sizes :#7,#8,#9,#10, #15,#20,#25",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
15,925,"#11 x 3-7/16"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
15,390,"Dynabrade® 56084 Non-Vacuum Backing Pad, 3 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",32.06,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
15,1027,#30 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
15,616,Rayovac® RoughNeck LED Headlight,20.39,Commercial & Industrial|Lighting & Electrical|Flashlights & Worklights,QC Supply
